Academic Item,Title,Version Number,Type,Status,Academic Org,Owning Faculty,Type,Description
LAWS5011,Discrimination and the Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(130cp in Law or LAWS units) or (130cp including LAWS260 or LAWS2060)
LAWS5012,Banking and Finance Law ,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW462, LAW497, LAWS512"
LAWS5012,Banking and Finance Law ,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,130cp in LAW or LAWS units including LAW459 or LAWS259 or LAWS2000
LAWS5018,Indigenous Peoples and the Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW468, LAWS518"
LAWS5018,Indigenous Peoples and the Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(130cp in Law or LAWS units) or (130cp including LAWS260 or LAWS2060 or ABST304 or ABST3040)
LAWS5019,International Human Rights Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW469, LAWS519"
LAWS5019,International Human Rights Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(130cp in LAW or LAWS units) or (130cp including LAWS259 or LAWS2000)
LAWS5020,Family Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW452, LAWS502"
LAWS5020,Family Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(130cp in LAW or LAWS units) or (130cp including LAWS260 or LAWS2060 or GEND2000 or GEN210)
LAWS5021,Foundations of Commercial Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW471, LAWS521"
LAWS5021,Foundations of Commercial Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,130cp in LAW or LAWS units
LAWS5023,Intellectual Property Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW473, LAWS523"
LAWS5023,Intellectual Property Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(80cp in LAW or LAWS units) or (130cp including (MMCC2014 or MAS214) or (BUSL250 and BUSL301) or (BUSL251 or ACCG2051)
LAWS5028,Competition Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(80cp in LAW or LAWS units) or (130cp including (BUSL250 and BUSL301) or BUSL251 or ACCG2051)
LAWS5028,Competition Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW478, LAWS528"
LAWS5029,Law and Technology,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW479, LAWS529"
LAWS5029,Law and Technology,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(130cp in LAW or LAWS units) or (130cp including MMCC2014 or MAS214)
LAWS5030,Law Moots and Competitions,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,80cp in LAW or LAWS units and permission by special approval
LAWS5030,Law Moots and Competitions,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW480, LAWS530"
LAWS5036,Modern Corporate Governance,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Co-requisite,
LAWS5036,Modern Corporate Governance,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW486, LAWS536"
LAWS5036,Modern Corporate Governance,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(80cp in LAW or LAWS units) or (130cp including (MMCC2014 or MAS214) or (BUSL250 and BUSL301) or (BUSL251 or ACCG2051)
LAWS5040,Environmental Planning Law,2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW490, LAWS540"
LAWS5040,Environmental Planning Law,2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(130cp in LAW or LAWS units) or ((GEOP2080 or GEOP212) and 20cp at 3000 level and admission to BPlan)
LAWS5043,Climate Change Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS543
LAWS5043,Climate Change Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(130cp in LAW or LAWS units) or  (130cp including LAWS259 or LAWS2000)
LAWS5048,Animal Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,160cp in LAWS or LAW units
LAWS5048,Animal Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAW448
LAWS5051,PACE: Individual Placements,2023.03,PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW551, LAWS551"
LAWS5051,PACE: Individual Placements,2023.03,PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,160cp in LAW or LAWS units and permission by special approval
LAWS5053,Taxation,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"BUSL320, LAW553, LAWS553"
LAWS5053,Taxation,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,130cp in LAW or LAWS units
LAWS5056,Succession,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW556, LAWS556"
LAWS5056,Succession,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,80cp in LAW or LAWS units
LAWS5057,Conflict of Laws,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW557, LAWS557"
LAWS5057,Conflict of Laws,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,80cp in LAW or LAWS units
LAWS5060,Environmental Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW560, LAWS560"
LAWS5060,Environmental Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(130cp in LAW or LAWS units) or (130cp including ENVS2467 or ENV267)
LAWS5065,Dispute Management and Resolution,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAW465
LAWS5065,Dispute Management and Resolution,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,130cp in LAW or LAWS units
LAWS5069,Energy and Natural Resources Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW569, LAWS569"
LAWS5069,Energy and Natural Resources Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,130cp of LAWS units
LAWS5071,Health Law and Ethics,2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW571, LAWS571"
LAWS5071,Health Law and Ethics,2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,80cp in LAW or LAWS units including (LAWS3000 or LAW314) and (LAWS2500 or LAWS217 or LAW317) and (LAWS2400 or LAW203)
LAWS5078,PACE: Clinics and Projects,2023.02,PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW478, LAWS578"
LAWS5078,PACE: Clinics and Projects,2023.02,PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,160cp in LAW or LAWS units and permission by special approval
LAWS5079,Refugees and Migration,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS579
LAWS5079,Refugees and Migration,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(80cp in LAW or LAWS units) or (130cp including LAWS1010 or LEX101)
LAWS5080,Human Rights and Moral Dilemmas,2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,80cp in LAW or LAWS units
LAWS5080,Human Rights and Moral Dilemmas,2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW580, LAWS580"
LAWS5082,Insolvency Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW582, LAWS582"
LAWS5082,Insolvency Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,80cp in LAW or LAWS units
LAWS5084,Media Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW484, LAWS584"
LAWS5084,Media Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(130 cp in LAW or LAWS units) or (130cp including MMCC2014 or MAS214)
LAWS5086,Law of the Sea,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,130cp including LAWS2000 or LAWS259 or LAWS459
LAWS5086,Law of the Sea,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW586, LAWS586"
LAWS5087,Law of Armed Conflict,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,130cp including LAWS2000 or LAWS259 or LAW459 or LAWS1010 or LEX101
LAWS5087,Law of Armed Conflict,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW587, LAW587"
LAWS5301,International Law Exchange 1,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,130cp in LAWS units and permission by special approval
LAWS5302,International Law Exchange 2,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,130cp in LAWS units and permission by special approval
LAWS5303,International Law Exchange 3,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,130cp in LAWS units and permission by special approval
LAWS5304,International Law Exchange 4,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,130cp in LAWS units and permission by special approval
LAWS5910,Research Methodologies in Law,2023.01,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,160cp in LAWS units and a LAWS WAM of 75 or above. Applications for the Honours units are managed internally by Macquarie Law School.
LAWS5920,Legal Research Project,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,LAWS5910
LAWS8000,Law Moots and Competitions ,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,Admission to JD and 80cp in LAWS or LAW units at 6000 level or above and Permission by Special Approval
LAWS8001,Foundations of Law,2023.05,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,Admission to GradCertLaw or JD
LAWS8001,Foundations of Law,2023.05,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS600
LAWS8002,Criminal Justice and Public Policy,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS802
LAWS8002,Criminal Justice and Public Policy,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,Admission to GradCertLaw or GradDipLaw or JD 
LAWS8002,Criminal Justice and Public Policy,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Co-requisite,LAWS600 or LAWS8001
LAWS8005,Theories of Law and Justice,2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Co-requisite,LAWS8001 or LAWS600 or admission to JD in 2014
LAWS8005,Theories of Law and Justice,2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,Admission to GradCertLaw or GradDipLaw or JD
LAWS8005,Theories of Law and Justice,2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS805
LAWS8006,Applied Legal Ethics,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS806
LAWS8006,Applied Legal Ethics,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Co-requisite,LAWS8001 or LAWS600 or admission to JD in 2014
LAWS8006,Applied Legal Ethics,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,Admission to GradCertLaw or GradDipLaw or JD
LAWS8009,Property Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS809
LAWS8009,Property Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,LAWS803 or LAWS8030
LAWS8010,Equity and Trusts,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS810
LAWS8010,Equity and Trusts,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,LAWS809 or LAWS8009
LAWS8011,Company Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS811
LAWS8011,Company Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,Admission to JD and (LAWS8030 or LAWS803)
LAWS8013,Civil and Criminal Procedure,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(LAWS802 or LAWS8002) and (LAWS803 or LAWS8030) and (LAWS806 or LAWS8006)
LAWS8013,Civil and Criminal Procedure,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS813
LAWS8014,Evidence,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,LAWS813 or LAWS8013
LAWS8014,Evidence,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS814
LAWS8015,International Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,Admission to GradCertLaw or JD or LLM or MIntTrdeComLaw
LAWS8015,International Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS601
LAWS8018,Research Methodologies in Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAWS896, LAWS818"
LAWS8018,Research Methodologies in Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,Admission to LLM or MIntTrdeComLaw or MIntLawGovPP) or (Admission to JD or GradCertLaw and corequisite Laws600 or LAWS8001)
LAWS8019,Dispute Resolution Processes and Law,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS819
LAWS8019,Dispute Resolution Processes and Law,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(Admission to LLM) or (Admission to JD and 160cp in LAW or LAWS units at 6000 level or above)
LAWS8020,Competition Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAWS528, LAWS820"
LAWS8020,Competition Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,Admission to LLM or MIntTrdeComLaw or (Admission to JD and LAWS600 or LAWS8001)
LAWS8021,Health Law,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS821
LAWS8021,Health Law,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(Admission to JD and (LAWS600 or LAWS8001) and (LAWS818 or LAWS8018)) or (admission to LLM)
LAWS8022,Family Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAWS502, LAWS822"
LAWS8022,Family Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,Admission to LLM or (Admission to JD and LAWS600 or LAWS8001)
LAWS8023,Commercial Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAWS521, LAWS823"
LAWS8023,Commercial Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,Admission to LLM or MIntTrdeComLaw or (Admission to JD and LAWS600 or LAWS8001)
LAWS8024,Intellectual Property Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAWS523, LAWS824"
LAWS8024,Intellectual Property Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,Admission to LLM or MIntTrdeComLaw or (Admission to JD and LAWS600 or LAWS8001)
LAWS8025,Taxation Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAWS553, LAWS825"
LAWS8025,Taxation Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,Admission to LLM or (Admission to JD and LAWS600 or LAWS8001)
LAWS8026,Anti-Discrimination Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAWS511, LAWS826"
